daylight_start,daylight_end
2019-12-12 07:21:00,2019-12-12 16:51:00
2019-12-13 07:22:00,2019-12-13 16:51:00
2019-12-14 07:23:00,2019-12-14 16:52:00
2019-12-15 07:23:00,2019-12-15 16:52:00
2019-12-16 07:24:00,2019-12-16 16:52:00
2019-12-17 07:25:00,2019-12-17 16:52:00
2019-12-18 07:26:00,2019-12-18 16:53:00
2019-12-19 07:26:00,2019-12-19 16:53:00
2019-12-20 07:27:00,2019-12-20 16:53:00
2019-12-21 07:27:00,2019-12-21 16:54:00
2019-12-22 07:28:00,2019-12-22 16:54:00
2019-12-23 07:28:00,2019-12-23 16:55:00
2019-12-24 07:29:00,2019-12-24 16:56:00
2019-12-25 07:29:00,2019-12-25 16:56:00
2019-12-26 07:29:00,2019-12-26 16:57:00
2019-12-27 07:30:00,2019-12-27 16:58:00
2019-12-28 07:30:00,2019-12-28 16:58:00
2019-12-29 07:30:00,2019-12-29 16:59:00
2019-12-30 07:30:00,2019-12-30 17:00:00
2019-12-31 07:30:00,2019-12-31 17:01:00
2020-01-01 07:30:00,2020-01-01 17:02:00
2020-01-02 07:30:00,2020-01-02 17:03:00
2020-01-03 07:30:00,2020-01-03 17:04:00
2020-01-04 07:30:00,2020-01-04 17:05:00
2020-01-05 07:30:00,2020-01-05 17:06:00
2020-01-06 07:30:00,2020-01-06 17:07:00
2020-01-07 07:30:00,2020-01-07 17:08:00
2020-01-08 07:29:00,2020-01-08 17:09:00
2020-01-09 07:29:00,2020-01-09 17:11:00
2020-01-10 07:29:00,2020-01-10 17:12:00
2020-01-11 07:28:00,2020-01-11 17:13:00
2020-01-12 07:28:00,2020-01-12 17:14:00
2020-01-13 07:27:00,2020-01-13 17:16:00
2020-01-14 07:27:00,2020-01-14 17:17:00
2020-01-15 07:26:00,2020-01-15 17:18:00
2020-01-16 07:25:00,2020-01-16 17:20:00
2020-01-17 07:25:00,2020-01-17 17:21:00
2020-01-18 07:24:00,2020-01-18 17:22:00
2020-01-19 07:23:00,2020-01-19 17:24:00
2020-01-20 07:22:00,2020-01-20 17:25:00
2020-01-21 07:22:00,2020-01-21 17:27:00
2020-01-22 07:21:00,2020-01-22 17:28:00
2020-01-23 07:20:00,2020-01-23 17:29:00
2020-01-24 07:19:00,2020-01-24 17:31:00
2020-01-25 07:18:00,2020-01-25 17:32:00
2020-01-26 07:17:00,2020-01-26 17:34:00
2020-01-27 07:16:00,2020-01-27 17:35:00
2020-01-28 07:14:00,2020-01-28 17:37:00
2020-01-29 07:13:00,2020-01-29 17:39:00
2020-01-30 07:12:00,2020-01-30 17:40:00
2020-01-31 07:11:00,2020-01-31 17:42:00
2020-02-01 07:10:00,2020-02-01 17:43:00
2020-02-02 07:08:00,2020-02-02 17:45:00
2020-02-03 07:07:00,2020-02-03 17:46:00
2020-02-04 07:06:00,2020-02-04 17:48:00
2020-02-05 07:04:00,2020-02-05 17:49:00
2020-02-06 07:03:00,2020-02-06 17:51:00
2020-02-07 07:01:00,2020-02-07 17:53:00
2020-02-08 07:00:00,2020-02-08 17:54:00
2020-02-09 06:58:00,2020-02-09 17:56:00
2020-02-10 06:57:00,2020-02-10 17:57:00
2020-02-11 06:55:00,2020-02-11 17:59:00
2020-02-12 06:54:00,2020-02-12 18:01:00
2020-02-13 06:52:00,2020-02-13 18:02:00
2020-02-14 06:50:00,2020-02-14 18:04:00
2020-02-15 06:49:00,2020-02-15 18:05:00
2020-02-16 06:47:00,2020-02-16 18:07:00
2020-02-17 06:45:00,2020-02-17 18:08:00
2020-02-18 06:43:00,2020-02-18 18:10:00
2020-02-19 06:42:00,2020-02-19 18:12:00
2020-02-20 06:40:00,2020-02-20 18:13:00
2020-02-21 06:38:00,2020-02-21 18:15:00
2020-02-22 06:36:00,2020-02-22 18:16:00
2020-02-23 06:34:00,2020-02-23 18:18:00
2020-02-24 06:33:00,2020-02-24 18:20:00
2020-02-25 06:31:00,2020-02-25 18:21:00
2020-02-26 06:29:00,2020-02-26 18:23:00
2020-02-27 06:27:00,2020-02-27 18:24:00
2020-02-28 06:25:00,2020-02-28 18:26:00
2020-03-01 06:23:00,2020-03-01 18:27:00
2020-03-02 06:21:00,2020-03-02 18:29:00
2020-03-03 06:19:00,2020-03-03 18:31:00
2020-03-04 06:17:00,2020-03-04 18:32:00
2020-03-05 06:15:00,2020-03-05 18:34:00
2020-03-06 06:13:00,2020-03-06 18:35:00
2020-03-07 06:11:00,2020-03-07 18:37:00
2020-03-08 06:09:00,2020-03-08 18:38:00
2020-03-09 06:07:00,2020-03-09 18:40:00
2020-03-10 06:05:00,2020-03-10 18:42:00
2020-03-11 06:03:00,2020-03-11 18:43:00
2020-03-12 06:01:00,2020-03-12 18:45:00
2020-03-13 05:59:00,2020-03-13 18:46:00
2020-03-14 05:56:00,2020-03-14 18:48:00
2020-03-15 05:54:00,2020-03-15 18:49:00
2020-03-16 05:52:00,2020-03-16 18:51:00
2020-03-17 05:50:00,2020-03-17 18:52:00
2020-03-18 05:48:00,2020-03-18 18:54:00
2020-03-19 05:46:00,2020-03-19 18:56:00
2020-03-20 05:44:00,2020-03-20 18:57:00
2020-03-21 05:42:00,2020-03-21 18:59:00
2020-03-22 05:39:00,2020-03-22 19:00:00
2020-03-23 05:37:00,2020-03-23 19:02:00
2020-03-24 05:35:00,2020-03-24 19:03:00
2020-03-25 05:33:00,2020-03-25 19:05:00
2020-03-26 05:31:00,2020-03-26 19:07:00
2020-03-27 05:29:00,2020-03-27 19:08:00
2020-03-28 05:26:00,2020-03-28 19:10:00
2020-03-29 05:24:00,2020-03-29 19:11:00
2020-03-30 05:22:00,2020-03-30 19:13:00
2020-03-31 05:20:00,2020-03-31 19:15:00
2020-04-01 05:18:00,2020-04-01 19:16:00
2020-04-02 05:15:00,2020-04-02 19:18:00
2020-04-03 05:13:00,2020-04-03 19:19:00
2020-04-04 05:11:00,2020-04-04 19:21:00
2020-04-05 05:09:00,2020-04-05 19:22:00
2020-04-06 05:07:00,2020-04-06 19:24:00
2020-04-07 05:05:00,2020-04-07 19:26:00
2020-04-08 05:02:00,2020-04-08 19:27:00
2020-04-09 05:00:00,2020-04-09 19:29:00
2020-04-10 04:58:00,2020-04-10 19:31:00
2020-04-11 04:56:00,2020-04-11 19:32:00
2020-04-12 04:54:00,2020-04-12 19:34:00
2020-04-13 04:52:00,2020-04-13 19:35:00
2020-04-14 04:50:00,2020-04-14 19:37:00
2020-04-15 04:48:00,2020-04-15 19:39:00
2020-04-16 04:45:00,2020-04-16 19:40:00
2020-04-17 04:43:00,2020-04-17 19:42:00
2020-04-18 04:41:00,2020-04-18 19:44:00
2020-04-19 04:39:00,2020-04-19 19:45:00
2020-04-20 04:37:00,2020-04-20 19:47:00
2020-04-21 04:35:00,2020-04-21 19:49:00
2020-04-22 04:33:00,2020-04-22 19:50:00
2020-04-23 04:31:00,2020-04-23 19:52:00
2020-04-24 04:29:00,2020-04-24 19:54:00
2020-04-25 04:27:00,2020-04-25 19:55:00
2020-04-26 04:25:00,2020-04-26 19:57:00
2020-04-27 04:23:00,2020-04-27 19:59:00
2020-04-28 04:21:00,2020-04-28 20:00:00
2020-04-29 04:19:00,2020-04-29 20:02:00
2020-04-30 04:17:00,2020-04-30 20:03:00
2020-05-01 04:15:00,2020-05-01 20:05:00
2020-05-02 04:13:00,2020-05-02 20:07:00
2020-05-03 04:12:00,2020-05-03 20:08:00
2020-05-04 04:10:00,2020-05-04 20:10:00
2020-05-05 04:08:00,2020-05-05 20:12:00
2020-05-06 04:06:00,2020-05-06 20:13:00
2020-05-07 04:04:00,2020-05-07 20:15:00
2020-05-08 04:03:00,2020-05-08 20:17:00
2020-05-09 04:01:00,2020-05-09 20:18:00
2020-05-10 03:59:00,2020-05-10 20:20:00
2020-05-11 03:57:00,2020-05-11 20:21:00
2020-05-12 03:56:00,2020-05-12 20:23:00
2020-05-13 03:54:00,2020-05-13 20:25:00
2020-05-14 03:53:00,2020-05-14 20:26:00
2020-05-15 03:51:00,2020-05-15 20:28:00
2020-05-16 03:50:00,2020-05-16 20:29:00
2020-05-17 03:48:00,2020-05-17 20:31:00
2020-05-18 03:47:00,2020-05-18 20:32:00
2020-05-19 03:45:00,2020-05-19 20:34:00
2020-05-20 03:44:00,2020-05-20 20:35:00
2020-05-21 03:42:00,2020-05-21 20:37:00
2020-05-22 03:41:00,2020-05-22 20:38:00
2020-05-23 03:40:00,2020-05-23 20:40:00
2020-05-24 03:39:00,2020-05-24 20:41:00
2020-05-25 03:37:00,2020-05-25 20:42:00
2020-05-26 03:36:00,2020-05-26 20:44:00
2020-05-27 03:35:00,2020-05-27 20:45:00
2020-05-28 03:34:00,2020-05-28 20:46:00
2020-05-29 03:33:00,2020-05-29 20:48:00
2020-05-30 03:32:00,2020-05-30 20:49:00
2020-05-31 03:31:00,2020-05-31 20:50:00
2020-06-01 03:30:00,2020-06-01 20:51:00
2020-06-02 03:30:00,2020-06-02 20:52:00
2020-06-03 03:29:00,2020-06-03 20:53:00
2020-06-04 03:28:00,2020-06-04 20:54:00
2020-06-05 03:27:00,2020-06-05 20:55:00
2020-06-06 03:27:00,2020-06-06 20:56:00
2020-06-07 03:26:00,2020-06-07 20:57:00
2020-06-08 03:26:00,2020-06-08 20:58:00
2020-06-09 03:25:00,2020-06-09 20:59:00
2020-06-10 03:25:00,2020-06-10 21:00:00
2020-06-11 03:24:00,2020-06-11 21:00:00
2020-06-12 03:24:00,2020-06-12 21:01:00
2020-06-13 03:24:00,2020-06-13 21:02:00
2020-06-14 03:24:00,2020-06-14 21:02:00
2020-06-15 03:23:00,2020-06-15 21:03:00
2020-06-16 03:23:00,2020-06-16 21:03:00
2020-06-17 03:23:00,2020-06-17 21:04:00
2020-06-18 03:23:00,2020-06-18 21:04:00
2020-06-19 03:23:00,2020-06-19 21:04:00
2020-06-20 03:24:00,2020-06-20 21:05:00
2020-06-21 03:24:00,2020-06-21 21:05:00
2020-06-22 03:24:00,2020-06-22 21:05:00
2020-06-23 03:24:00,2020-06-23 21:05:00
2020-06-24 03:25:00,2020-06-24 21:05:00
2020-06-25 03:25:00,2020-06-25 21:05:00
2020-06-26 03:25:00,2020-06-26 21:05:00
2020-06-27 03:26:00,2020-06-27 21:05:00
2020-06-28 03:26:00,2020-06-28 21:05:00
2020-06-29 03:27:00,2020-06-29 21:05:00
2020-06-30 03:28:00,2020-06-30 21:04:00
2020-07-01 03:28:00,2020-07-01 21:04:00
2020-07-02 03:29:00,2020-07-02 21:04:00
2020-07-03 03:30:00,2020-07-03 21:03:00
2020-07-04 03:31:00,2020-07-04 21:03:00
2020-07-05 03:32:00,2020-07-05 21:02:00
2020-07-06 03:32:00,2020-07-06 21:02:00
2020-07-07 03:33:00,2020-07-07 21:01:00
2020-07-08 03:34:00,2020-07-08 21:00:00
2020-07-09 03:35:00,2020-07-09 20:59:00
2020-07-10 03:37:00,2020-07-10 20:59:00
2020-07-11 03:38:00,2020-07-11 20:58:00
2020-07-12 03:39:00,2020-07-12 20:57:00
2020-07-13 03:40:00,2020-07-13 20:56:00
2020-07-14 03:41:00,2020-07-14 20:55:00
2020-07-15 03:42:00,2020-07-15 20:54:00
2020-07-16 03:44:00,2020-07-16 20:53:00
2020-07-17 03:45:00,2020-07-17 20:52:00
2020-07-18 03:46:00,2020-07-18 20:50:00
2020-07-19 03:48:00,2020-07-19 20:49:00
2020-07-20 03:49:00,2020-07-20 20:48:00
2020-07-21 03:50:00,2020-07-21 20:47:00
2020-07-22 03:52:00,2020-07-22 20:45:00
2020-07-23 03:53:00,2020-07-23 20:44:00
2020-07-24 03:55:00,2020-07-24 20:43:00
2020-07-25 03:56:00,2020-07-25 20:41:00
2020-07-26 03:57:00,2020-07-26 20:40:00
2020-07-27 03:59:00,2020-07-27 20:38:00
2020-07-28 04:00:00,2020-07-28 20:37:00
2020-07-29 04:02:00,2020-07-29 20:35:00
2020-07-30 04:03:00,2020-07-30 20:33:00
2020-07-31 04:05:00,2020-07-31 20:32:00
2020-08-01 04:07:00,2020-08-01 20:30:00
2020-08-02 04:08:00,2020-08-02 20:28:00
2020-08-03 04:10:00,2020-08-03 20:27:00
2020-08-04 04:11:00,2020-08-04 20:25:00
2020-08-05 04:13:00,2020-08-05 20:23:00
2020-08-06 04:14:00,2020-08-06 20:21:00
2020-08-07 04:16:00,2020-08-07 20:19:00
2020-08-08 04:18:00,2020-08-08 20:18:00
2020-08-09 04:19:00,2020-08-09 20:16:00
2020-08-10 04:21:00,2020-08-10 20:14:00
2020-08-11 04:22:00,2020-08-11 20:12:00
2020-08-12 04:24:00,2020-08-12 20:10:00
2020-08-13 04:25:00,2020-08-13 20:08:00
2020-08-14 04:27:00,2020-08-14 20:06:00
2020-08-15 04:29:00,2020-08-15 20:04:00
2020-08-16 04:30:00,2020-08-16 20:02:00
2020-08-17 04:32:00,2020-08-17 20:00:00
2020-08-18 04:33:00,2020-08-18 19:58:00
2020-08-19 04:35:00,2020-08-19 19:56:00
2020-08-20 04:37:00,2020-08-20 19:54:00
2020-08-21 04:38:00,2020-08-21 19:52:00
2020-08-22 04:40:00,2020-08-22 19:50:00
2020-08-23 04:41:00,2020-08-23 19:48:00
2020-08-24 04:43:00,2020-08-24 19:46:00
2020-08-25 04:44:00,2020-08-25 19:44:00
2020-08-26 04:46:00,2020-08-26 19:41:00
2020-08-27 04:48:00,2020-08-27 19:39:00
2020-08-28 04:49:00,2020-08-28 19:37:00
2020-08-29 04:51:00,2020-08-29 19:35:00
2020-08-30 04:52:00,2020-08-30 19:33:00
2020-08-31 04:54:00,2020-08-31 19:31:00
2020-09-01 04:55:00,2020-09-01 19:29:00
2020-09-02 04:57:00,2020-09-02 19:26:00
2020-09-03 04:58:00,2020-09-03 19:24:00
2020-09-04 05:00:00,2020-09-04 19:22:00
2020-09-05 05:01:00,2020-09-05 19:20:00
2020-09-06 05:03:00,2020-09-06 19:18:00
2020-09-07 05:05:00,2020-09-07 19:15:00
2020-09-08 05:06:00,2020-09-08 19:13:00
2020-09-09 05:08:00,2020-09-09 19:11:00
2020-09-10 05:09:00,2020-09-10 19:09:00
2020-09-11 05:11:00,2020-09-11 19:07:00
2020-09-12 05:12:00,2020-09-12 19:04:00
2020-09-13 05:14:00,2020-09-13 19:02:00
2020-09-14 05:15:00,2020-09-14 19:00:00
2020-09-15 05:17:00,2020-09-15 18:58:00
2020-09-16 05:18:00,2020-09-16 18:56:00
2020-09-17 05:20:00,2020-09-17 18:53:00
2020-09-18 05:21:00,2020-09-18 18:51:00
2020-09-19 05:23:00,2020-09-19 18:49:00
2020-09-20 05:24:00,2020-09-20 18:47:00
2020-09-21 05:26:00,2020-09-21 18:45:00
2020-09-22 05:27:00,2020-09-22 18:42:00
2020-09-23 05:28:00,2020-09-23 18:40:00
2020-09-24 05:30:00,2020-09-24 18:38:00
2020-09-25 05:31:00,2020-09-25 18:36:00
2020-09-26 05:33:00,2020-09-26 18:34:00
2020-09-27 05:34:00,2020-09-27 18:32:00
2020-09-28 05:36:00,2020-09-28 18:29:00
2020-09-29 05:37:00,2020-09-29 18:27:00
2020-09-30 05:39:00,2020-09-30 18:25:00
2020-10-01 05:40:00,2020-10-01 18:23:00
2020-10-02 05:42:00,2020-10-02 18:21:00
2020-10-03 05:43:00,2020-10-03 18:19:00
2020-10-04 05:45:00,2020-10-04 18:17:00
2020-10-05 05:46:00,2020-10-05 18:15:00
2020-10-06 05:48:00,2020-10-06 18:13:00
2020-10-07 05:49:00,2020-10-07 18:11:00
2020-10-08 05:51:00,2020-10-08 18:09:00
2020-10-09 05:52:00,2020-10-09 18:06:00
2020-10-10 05:54:00,2020-10-10 18:04:00
2020-10-11 05:55:00,2020-10-11 18:02:00
2020-10-12 05:57:00,2020-10-12 18:00:00
2020-10-13 05:58:00,2020-10-13 17:59:00
2020-10-14 06:00:00,2020-10-14 17:57:00
2020-10-15 06:01:00,2020-10-15 17:55:00
2020-10-16 06:03:00,2020-10-16 17:53:00
2020-10-17 06:04:00,2020-10-17 17:51:00
2020-10-18 06:06:00,2020-10-18 17:49:00
2020-10-19 06:07:00,2020-10-19 17:47:00
2020-10-20 06:09:00,2020-10-20 17:45:00
2020-10-21 06:10:00,2020-10-21 17:43:00
2020-10-22 06:12:00,2020-10-22 17:42:00
2020-10-23 06:13:00,2020-10-23 17:40:00
2020-10-24 06:15:00,2020-10-24 17:38:00
2020-10-25 06:16:00,2020-10-25 17:36:00
2020-10-26 06:18:00,2020-10-26 17:34:00
2020-10-27 06:19:00,2020-10-27 17:33:00
2020-10-28 06:21:00,2020-10-28 17:31:00
2020-10-29 06:22:00,2020-10-29 17:29:00
2020-10-30 06:24:00,2020-10-30 17:28:00
2020-10-31 06:25:00,2020-10-31 17:26:00
2020-11-01 06:27:00,2020-11-01 17:25:00
2020-11-02 06:28:00,2020-11-02 17:23:00
2020-11-03 06:30:00,2020-11-03 17:22:00
2020-11-04 06:31:00,2020-11-04 17:20:00
2020-11-05 06:33:00,2020-11-05 17:19:00
2020-11-06 06:34:00,2020-11-06 17:17:00
2020-11-07 06:36:00,2020-11-07 17:16:00
2020-11-08 06:37:00,2020-11-08 17:14:00
2020-11-09 06:39:00,2020-11-09 17:13:00
2020-11-10 06:41:00,2020-11-10 17:12:00
2020-11-11 06:42:00,2020-11-11 17:11:00
2020-11-12 06:43:00,2020-11-12 17:09:00
2020-11-13 06:45:00,2020-11-13 17:08:00
2020-11-14 06:46:00,2020-11-14 17:07:00
2020-11-15 06:48:00,2020-11-15 17:06:00
2020-11-16 06:49:00,2020-11-16 17:05:00
2020-11-17 06:51:00,2020-11-17 17:04:00
2020-11-18 06:52:00,2020-11-18 17:03:00
2020-11-19 06:54:00,2020-11-19 17:02:00
2020-11-20 06:55:00,2020-11-20 17:01:00
2020-11-21 06:56:00,2020-11-21 17:00:00
2020-11-22 06:58:00,2020-11-22 16:59:00
2020-11-23 06:59:00,2020-11-23 16:58:00
2020-11-24 07:01:00,2020-11-24 16:57:00
2020-11-25 07:02:00,2020-11-25 16:57:00
2020-11-26 07:03:00,2020-11-26 16:56:00
2020-11-27 07:05:00,2020-11-27 16:55:00
2020-11-28 07:06:00,2020-11-28 16:55:00
2020-11-29 07:07:00,2020-11-29 16:54:00
2020-11-30 07:08:00,2020-11-30 16:54:00
2020-12-01 07:10:00,2020-12-01 16:53:00
2020-12-02 07:11:00,2020-12-02 16:53:00
2020-12-03 07:12:00,2020-12-03 16:53:00
2020-12-04 07:13:00,2020-12-04 16:52:00
2020-12-05 07:14:00,2020-12-05 16:52:00
2020-12-06 07:15:00,2020-12-06 16:52:00
2020-12-07 07:16:00,2020-12-07 16:52:00
2020-12-08 07:17:00,2020-12-08 16:51:00
2020-12-09 07:18:00,2020-12-09 16:51:00
2020-12-10 07:19:00,2020-12-10 16:51:00
2020-12-11 07:20:00,2020-12-11 16:51:00
2020-12-12 07:21:00,2020-12-12 16:51:00
2020-12-13 07:22:00,2020-12-13 16:51:00
2020-12-14 07:23:00,2020-12-14 16:52:00
2020-12-15 07:23:00,2020-12-15 16:52:00
2020-12-16 07:24:00,2020-12-16 16:52:00
2020-12-17 07:25:00,2020-12-17 16:52:00
2020-12-18 07:26:00,2020-12-18 16:53:00
2020-12-19 07:26:00,2020-12-19 16:53:00
2020-12-20 07:27:00,2020-12-20 16:53:00
2020-12-21 07:27:00,2020-12-21 16:54:00
2020-12-22 07:28:00,2020-12-22 16:54:00
2020-12-23 07:28:00,2020-12-23 16:55:00
2020-12-24 07:29:00,2020-12-24 16:56:00
2020-12-25 07:29:00,2020-12-25 16:56:00
2020-12-26 07:29:00,2020-12-26 16:57:00
2020-12-27 07:30:00,2020-12-27 16:58:00
2020-12-28 07:30:00,2020-12-28 16:58:00
2020-12-29 07:30:00,2020-12-29 16:59:00
2020-12-30 07:30:00,2020-12-30 17:00:00
2020-12-31 07:30:00,2020-12-31 17:01:00
